len,cnt_alpha,cnt_nonAlpha,alpha_to_special,cnt_vowel,cnt_consonant,vowel_to_consonant,entropy,entropy_ideal,emtropy_percentage,fleschkincaid,smog,dalechall,gunningfog,sybl,hex
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,793c407551
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,3b2a3d6c
4,3,1,0.75,1,2,0.3333333333333333,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,45314779
9,5,4,0.5555555555555556,0,5,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,292d40446b425f4b57
7,2,5,0.2857142857142857,1,1,0.5,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.594999999999999,3.1291,19.451299999999996,0.2,1,455c6434395c21
9,3,6,0.3333333333333333,1,2,0.3333333333333333,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,687c2e65406a293138
7,4,3,0.5714285714285714,0,4,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,7e5b3d4b727976
6,5,1,0.8333333333333334,0,5,0.0,2.584962500721156,2.584962500721156,1.0,-3.01,3.1291,19.525699999999997,0.8,2,54792d466e57
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,6b586c5d34
6,2,4,0.3333333333333333,0,2,0.0,2.584962500721156,2.584962500721156,1.0,-3.6599999999999984,3.1291,19.443033333333332,0.13333333333333333,1,2e2132662579
8,2,6,0.25,0,2,0.0,3.0,3.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,2f71383935302e6c
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3a3b4e3f
5,4,1,0.8,1,3,0.25,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,6177375a77
4,2,2,0.5,1,1,0.5,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7327612d
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,3569443056
4,2,2,0.5,1,1,0.5,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,5f587e55
27,12,15,0.4444444444444444,2,10,0.16666666666666666,4.458591205867174,4.754887502163469,0.9376859502645477,20.200000000000006,8.841846274778883,19.4761,40.400000000000006,3,6c362b386e294342616a78685e2b655d38512c2a7c796c26232c22
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,4c41404321
6,3,3,0.5,0,3,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,51242b337a52
9,4,5,0.4444444444444444,0,4,0.0,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.594999999999999,3.1291,19.451299999999996,0.2,1,293e507950622e405d
8,2,6,0.25,0,2,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7d4e222f376b607b
6,2,4,0.3333333333333333,0,2,0.0,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.594999999999999,3.1291,19.451299999999996,0.2,1,4b76403f7d40
7,3,4,0.42857142857142855,1,2,0.3333333333333333,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,19.4761,0.4,1,3e4f683a265026
10,4,6,0.4,2,2,0.5,3.121928094887362,3.321928094887362,0.9397940008672037,-3.594999999999999,3.1291,19.451299999999996,0.2,1,554c21393c65346e2b39
11,5,6,0.45454545454545453,0,5,0.0,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.01,3.1291,19.525699999999997,0.8,2,2f4073593860512a582d72
12,8,4,0.6666666666666666,3,5,0.375,3.4182958340544896,3.5849625007211565,0.9535095090581449,-3.594999999999999,3.1291,19.451299999999996,0.2,1,42553a6a2134725d4e584f4f
12,10,2,0.8333333333333334,5,5,0.5,3.584962500721156,3.5849625007211565,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,614f4e6769546549775a5d25
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7d5a723c
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,2524442f
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,4c535b3a
8,5,3,0.625,1,4,0.2,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7a547471652f2b3e
8,5,3,0.625,0,5,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6b7059606436585e
9,7,2,0.7777777777777778,1,6,0.14285714285714285,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,6d716b2676503f6f66
9,5,4,0.5555555555555556,2,3,0.4,2.9477027792200903,3.1699250014423126,0.9298966940476158,-3.3999999999999986,3.1291,19.4761,0.4,1,494039357d73457342
6,4,2,0.6666666666666666,1,3,0.25,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7b4645677d58
8,4,4,0.5,1,3,0.25,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,573a402b48784f33
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f37564c
4,2,2,0.5,2,0,1.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,65262249
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,48316836
6,4,2,0.6666666666666666,0,4,0.0,2.584962500721156,2.584962500721156,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,763f46582b44
7,3,4,0.42857142857142855,0,3,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,306c35797d2e77
7,4,3,0.5714285714285714,0,4,0.0,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,19.4761,0.4,1,712f266d4c4c31
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,2f2b5a525b4956
7,3,4,0.42857142857142855,1,2,0.3333333333333333,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,76352f542a655e
8,4,4,0.5,2,2,0.5,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,485f7c4955376330
10,6,4,0.6,2,4,0.3333333333333333,3.321928094887362,3.321928094887362,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,592e684a3c2567414926
10,6,4,0.6,1,5,0.16666666666666666,3.121928094887362,3.321928094887362,0.9397940008672037,-3.3999999999999986,3.1291,19.4761,0.4,1,4a457d3c4d587258233b
11,4,7,0.36363636363636365,1,3,0.25,3.2776134368191165,3.4594316186372978,0.9474427588512933,-3.6599999999999984,3.1291,19.443033333333332,0.13333333333333333,1,3276327d657a3c3f404e21
11,8,3,0.7272727272727273,3,5,0.375,3.2776134368191165,3.4594316186372978,0.9474427588512933,8.400000000000002,3.1291,19.4761,0.4,2,3d514d786f694d457c723a
11,6,5,0.5454545454545454,1,5,0.16666666666666666,3.2776134368191165,3.4594316186372978,0.9474427588512933,-3.3999999999999986,3.1291,19.4761,0.4,1,415739705b343d7234435a
12,8,4,0.6666666666666666,2,6,0.25,3.4182958340544896,3.5849625007211565,0.9535095090581449,-3.3999999999999986,3.1291,19.4761,0.4,1,6b615177535b7e494d7e4048
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,2d246f5953
5,4,1,0.8,0,4,0.0,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,7a484d3048
6,2,4,0.3333333333333333,0,2,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,37672324712d
4,3,1,0.75,1,2,0.3333333333333333,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7d4f4874
4,2,2,0.5,0,2,0.0,1.5,2.0,0.75,-3.594999999999999,3.1291,19.451299999999996,0.2,1,5656382e
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,78535b7e
6,3,3,0.5,0,3,0.0,2.584962500721156,2.584962500721156,1.0,-3.01,3.1291,19.525699999999997,0.8,2,35336c2d7364
6,5,1,0.8333333333333334,0,5,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,567d4a764670
6,3,3,0.5,2,1,0.6666666666666666,2.584962500721156,2.584962500721156,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,4b3745242e65
12,8,4,0.6666666666666666,0,8,0.0,3.188721875540867,3.5849625007211565,0.8894714728255648,-3.594999999999999,3.1291,19.451299999999996,0.2,1,4d4022426632772e63546363
5,0,5,0.0,0,0,-1,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,0.0248,0.2,1,265b272132
5,3,2,0.6,1,2,0.3333333333333333,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,7939226275
6,2,4,0.3333333333333333,2,0,1.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,267d556f3b5e
6,4,2,0.6666666666666666,1,3,0.25,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,50452a6c3b47
9,6,3,0.6666666666666666,0,6,0.0,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.3999999999999986,3.1291,19.4761,0.4,1,596a362a3b4e786a64
6,2,4,0.3333333333333333,1,1,0.5,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,5e30672a4936
6,3,3,0.5,0,3,0.0,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6d475d313a72
7,3,4,0.42857142857142855,2,1,0.6666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,7d6e3d61225f55
5,5,0,1.0,0,5,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,5746737956
7,1,6,0.14285714285714285,0,1,0.0,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.594999999999999,3.1291,19.451299999999996,0.2,1,242b4b212a3b3b
8,2,6,0.25,2,0,1.0,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,39654f25375c2b39
4,4,0,1.0,2,2,0.5,1.5,2.0,0.75,-3.3999999999999986,3.1291,19.4761,0.4,1,756e4275
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,2f294f523970
7,5,2,0.7142857142857143,0,5,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,215b6a584d6d63
5,3,2,0.6,1,2,0.3333333333333333,1.9219280948873623,2.321928094887362,0.8277293767706428,-3.3999999999999986,3.1291,19.4761,0.4,1,473623474f
5,4,1,0.8,1,3,0.25,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,6330416244
5,4,1,0.8,1,3,0.25,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,796b613168
5,4,1,0.8,0,4,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,446c48627d
8,5,3,0.625,2,3,0.4,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,4f352a3150526953
18,7,11,0.3888888888888889,0,7,0.0,4.058813890331201,4.169925001442313,0.9733541703813187,-3.3999999999999986,3.1291,19.4761,0.4,1,4d533d2838407c29226d317128635962357b
9,5,4,0.5555555555555556,1,4,0.2,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,464f28644d36372672
9,4,5,0.4444444444444444,2,2,0.5,2.725480556997868,3.1699250014423126,0.8597933880952316,-3.3999999999999986,3.1291,19.4761,0.4,1,355029757d29723555
9,3,6,0.3333333333333333,1,2,0.3333333333333333,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,3e33547e4539365c72
5,3,2,0.6,0,3,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,2937665376
7,2,5,0.2857142857142857,0,2,0.0,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,2f294d72322529
8,4,4,0.5,0,4,0.0,2.75,3.0,0.9166666666666666,-3.594999999999999,3.1291,19.451299999999996,0.2,1,366b386633783f66
7,2,5,0.2857142857142857,0,2,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,3d5f432a6a3c26
8,4,4,0.5,2,2,0.5,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,33354f526922442d
6,3,3,0.5,0,3,0.0,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.6599999999999984,3.1291,19.443033333333332,0.13333333333333333,1,2e6e5a2e3e63
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,22314f2b5970
9,2,7,0.2222222222222222,2,0,1.0,2.9477027792200903,3.1699250014423126,0.9298966940476158,-3.3999999999999986,3.1291,19.4761,0.4,1,7b27287e3169692639
11,6,5,0.5454545454545454,0,6,0.0,3.2776134368191165,3.4594316186372978,0.9474427588512933,-3.6599999999999984,3.1291,19.443033333333332,0.13333333333333333,1,7970763f2f4a644c5f3f3e
13,7,6,0.5384615384615384,0,7,0.0,3.7004397181410926,3.700439718141092,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,422779435f52606b7e4a532321
7,5,2,0.7142857142857143,1,4,0.2,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,2a7e445177456d
14,8,6,0.5714285714285714,1,7,0.125,3.6644977792004623,3.8073549220576046,0.9624786378518296,-3.3999999999999986,3.1291,19.4761,0.4,1,36372f25444a594d616c253e704c
7,3,4,0.42857142857142855,0,3,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3e7370404c3b21
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,30726f7e634b24
8,4,4,0.5,1,3,0.25,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,464d7828313a286f
8,4,4,0.5,2,2,0.5,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,49384f3a7a6b257e
9,6,3,0.6666666666666666,2,4,0.3333333333333333,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.3999999999999986,3.1291,19.4761,0.4,1,333e566a775675457b
9,6,3,0.6666666666666666,1,5,0.16666666666666666,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.3999999999999986,3.1291,19.4761,0.4,1,5d7949724368792535
9,6,3,0.6666666666666666,0,6,0.0,2.94770277922009,3.1699250014423126,0.9298966940476157,8.400000000000002,3.1291,19.4761,0.4,2,4b4b2b6d27726b2444
10,7,3,0.7,1,6,0.14285714285714285,3.121928094887362,3.321928094887362,0.9397940008672037,-3.3999999999999986,3.1291,19.4761,0.4,1,442861486e465f485e52
9,4,5,0.4444444444444444,1,3,0.25,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,7b46295d7d3a455a68
8,5,3,0.625,1,4,0.2,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,543623736b757728
8,5,3,0.625,1,4,0.2,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,43444e2c2b595d65
6,3,3,0.5,1,2,0.3333333333333333,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.594999999999999,3.1291,19.451299999999996,0.2,1,303f306c526f
8,3,5,0.375,0,3,0.0,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,3c3c63244a5c5a7e
13,8,5,0.6153846153846154,2,6,0.25,3.3927474104487847,3.700439718141092,0.9168497986377478,8.107500000000002,3.1291,19.438899999999997,0.1,2,216f627466587455483f223f34
6,3,3,0.5,1,2,0.3333333333333333,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,2f5039234977
7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,5073526b7e496a
7,3,4,0.42857142857142855,0,3,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,6b562a6c27267d
7,4,3,0.5714285714285714,0,4,0.0,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,19.4761,0.4,1,4b78537c357c51
7,5,2,0.7142857142857143,2,3,0.4,2.807354922057604,2.8073549220576046,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,713a697766412b
8,6,2,0.75,1,5,0.16666666666666666,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,48525d3466654250
7,2,5,0.2857142857142857,0,2,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,372c42445d2724
7,4,3,0.5714285714285714,0,4,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.6599999999999984,3.1291,19.443033333333332,0.13333333333333333,1,3f4d662e5e7654
7,5,2,0.7142857142857143,1,4,0.2,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,265649486d3d6a
15,10,5,0.6666666666666666,2,8,0.2,3.906890595608518,3.9068905956085187,0.9999999999999998,-3.3999999999999986,3.1291,19.4761,0.4,1,774c3e6d2527745240616951396e78
8,5,3,0.625,0,5,0.0,3.0,3.0,1.0,8.400000000000002,3.1291,19.4761,0.4,2,247a7863717e5031
8,2,6,0.25,0,2,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,746a272329302f40
9,5,4,0.5555555555555556,0,5,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,6d6e7c6c56397e5e64
10,5,5,0.5,1,4,0.2,3.121928094887362,3.321928094887362,0.9397940008672037,8.400000000000002,3.1291,19.4761,0.4,2,3b43483e673b5d616c2c
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,64234a3e
4,2,2,0.5,0,2,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,4c3e5e42
4,1,3,0.25,0,1,0.0,2.0,2.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,3b527b32
6,2,4,0.3333333333333333,1,1,0.5,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.3999999999999986,3.1291,19.4761,0.4,1,39286f3d7639
8,6,2,0.75,0,6,0.0,3.0,3.0,1.0,8.400000000000002,3.1291,19.4761,0.4,2,6b465d276e686273
7,5,2,0.7142857142857143,1,4,0.2,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,7e5c6f50784342
7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,5a746f4b623242
5,4,1,0.8,1,3,0.25,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,7c4e55634d
11,7,4,0.6363636363636364,0,7,0.0,3.0957952550009344,3.4594316186372978,0.8948855177025863,-3.3999999999999986,3.1291,19.4761,0.4,1,63624a4b5f36537b623363
11,7,4,0.6363636363636364,0,7,0.0,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.3999999999999986,3.1291,19.4761,0.4,1,7b3677675232477a79376a
12,6,6,0.5,1,5,0.16666666666666666,3.584962500721156,3.5849625007211565,0.9999999999999999,-3.5299999999999994,3.1291,19.459566666666664,0.26666666666666666,2,73462e3f4f4c665b7e2d573b
12,6,6,0.5,0,6,0.0,3.584962500721156,3.5849625007211565,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,29466b74765727395d3a3679
11,9,2,0.8181818181818182,2,7,0.2222222222222222,3.459431618637298,3.4594316186372978,1.0000000000000002,8.400000000000002,3.1291,19.4761,0.4,2,45366e76494c3344424674
11,6,5,0.5454545454545454,1,5,0.16666666666666666,3.2776134368191165,3.4594316186372978,0.9474427588512933,-3.3999999999999986,3.1291,19.4761,0.4,1,6a554e783d703b723d2c5f
7,3,4,0.42857142857142855,1,2,0.3333333333333333,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,7a5b2b717b3d41
7,4,3,0.5714285714285714,1,3,0.25,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,7b72553f6a773d
8,6,2,0.75,1,5,0.16666666666666666,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,235f574f47666874
8,3,5,0.375,1,2,0.3333333333333333,3.0,3.0,1.0,-3.692499999999999,3.1291,19.438899999999997,0.1,1,4f2c5a3f6b212e29
8,4,4,0.5,1,3,0.25,2.75,3.0,0.9166666666666666,-3.594999999999999,3.1291,19.451299999999996,0.2,1,457429217d4c6c7d
9,4,5,0.4444444444444444,0,4,0.0,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.594999999999999,3.1291,19.451299999999996,0.2,1,667d463e2171463824
9,6,3,0.6666666666666666,0,6,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,33676d70395462727e
9,5,4,0.5555555555555556,2,3,0.4,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.01,3.1291,19.525699999999997,0.8,2,6b3b602d655a692b6b
7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,6b47634d5b5875
8,3,5,0.375,0,3,0.0,2.75,3.0,0.9166666666666666,-3.3999999999999986,3.1291,19.4761,0.4,1,7e257e5c593e786d
8,5,3,0.625,1,4,0.2,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,293077654c534d3d
9,3,6,0.3333333333333333,0,3,0.0,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,603f2326713d256a47
6,5,1,0.8333333333333334,2,3,0.4,2.584962500721156,2.584962500721156,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,7e6570557652
6,4,2,0.6666666666666666,2,2,0.5,2.584962500721156,2.584962500721156,1.0,-3.594999999999999,3.1291,19.451299999999996,0.2,1,693f6162314c
7,5,2,0.7142857142857143,3,2,0.6,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,4969494266327b
13,9,4,0.6923076923076923,0,9,0.0,3.7004397181410926,3.700439718141092,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,622744635d53432e5a3d4d4671
7,3,4,0.42857142857142855,2,1,0.6666666666666666,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.594999999999999,3.1291,19.451299999999996,0.2,1,497433413f3330
7,3,4,0.42857142857142855,0,3,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.594999999999999,3.1291,19.451299999999996,0.2,1,322a477177217b
8,4,4,0.5,0,4,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,705c3e3c4d673266
8,3,5,0.375,2,1,0.6666666666666666,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,55322c6b495f2260
13,6,7,0.46153846153846156,1,5,0.16666666666666666,3.3927474104487847,3.700439718141092,0.9168497986377478,-3.3999999999999986,3.1291,19.4761,0.4,1,7a7a695736595f747e602a5f34
8,4,4,0.5,0,4,0.0,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,445e77313d6e722d
10,4,6,0.4,1,3,0.25,3.121928094887362,3.321928094887362,0.9397940008672037,-3.3999999999999986,3.1291,19.4761,0.4,1,7a4d28652f2f5d3b7460
10,7,3,0.7,1,6,0.14285714285714285,3.321928094887362,3.321928094887362,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,37594b4760314564666c
10,5,5,0.5,0,5,0.0,3.321928094887362,3.321928094887362,1.0,-3.01,3.1291,19.525699999999997,0.8,2,432d29345f7463514440
5,2,3,0.4,0,2,0.0,2.3219280948873626,2.321928094887362,1.0000000000000002,-3.594999999999999,3.1291,19.451299999999996,0.2,1,3f342a4253
8,4,4,0.5,1,3,0.25,3.0,3.0,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,3540296a4c473469
9,7,2,0.7777777777777778,1,6,0.14285714285714285,3.169925001442312,3.1699250014423126,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,58476b4864797c3445
9,6,3,0.6666666666666666,0,6,0.0,2.94770277922009,3.1699250014423126,0.9298966940476157,-3.3999999999999986,3.1291,19.4761,0.4,1,77565b284856793651
10,5,5,0.5,0,5,0.0,2.9219280948873623,3.321928094887362,0.8795880017344075,-3.3999999999999986,3.1291,19.4761,0.4,1,6a40393e353556564258
10,4,6,0.4,1,3,0.25,3.321928094887362,3.321928094887362,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,54703125293a42363c4f
6,4,2,0.6666666666666666,2,2,0.5,2.2516291673878226,2.584962500721156,0.8710490642551527,-3.3999999999999986,3.1291,19.4761,0.4,1,587533753467
7,5,2,0.7142857142857143,0,5,0.0,2.807354922057604,2.8073549220576046,0.9999999999999999,-3.3999999999999986,3.1291,19.4761,0.4,1,50236c74377a52
7,4,3,0.5714285714285714,0,4,0.0,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.594999999999999,3.1291,19.451299999999996,0.2,1,2d3f586d642a6d
9,6,3,0.6666666666666666,1,5,0.16666666666666666,3.169925001442312,3.1699250014423126,0.9999999999999999,8.400000000000002,3.1291,19.4761,0.4,2,49777e622646725e54
11,3,8,0.2727272727272727,0,3,0.0,3.459431618637298,3.4594316186372978,1.0000000000000002,-3.01,3.1291,19.525699999999997,0.8,2,2c4c2d34465b5f32274240
