,len,cnt_alpha,cnt_nonAlpha,alpha_to_special,cnt_vowel,cnt_consonant,vowel_to_consonant,entropy,entropy_ideal,emtropy_percentage,fleschkincaid,smog,dalechall,gunningfog,sybl,hex,valid
2141,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,0.0496,0.4,1,70697463686572,True
2142,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.3999999999999986,3.1291,0.0496,0.4,1,4d455353414745,True
2143,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6d6573696e666f,True
2144,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,6d657272696c79,True
2145,7,7,0,1.0,4,3,0.5714285714285714,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,506c6174656175,True
2146,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,20.200000000000006,8.841846274778883,19.4761,40.40000000000001,3,4d6568756e696d,True
2147,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,6d656761626974,True
2148,7,7,0,1.0,1,6,0.14285714285714285,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,73796d626f6c73,True
2149,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,19.4761,0.4,2,706c6f74746572,True
2150,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,0.0496,0.4,2,706c6174746572,True
2151,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,20.200000000000006,8.841846274778883,19.4761,40.40000000000001,3,536f6369657479,True
2152,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,706c6564676573,True
2153,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.3999999999999986,3.1291,19.4761,0.4,1,706c6574656c79,True
2154,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,70726f66696c65,True
2155,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,70726f6772616d,True
2156,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,70726f6c6f6e67,True
2157,7,7,0,1.0,1,6,0.14285714285714285,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,70726f6d707473,True
2158,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,70726f66616e65,True
2159,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,4d616c63687573,True
2160,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,736c7569636573,True
2161,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,566f7268617573,True
2162,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,50726f64756374,True
2163,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,4d616469736f6e,True
2164,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,70726f76696e67,True
2165,7,6,1,0.8571428571428571,2,4,0.3333333333333333,2.807354922057604,2.8073549220576046,1.0,-3.01,3.1291,19.5257,0.8,2,766f6c2d736572,True
2166,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,70727564656e74,True
2167,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,70726f72617465,True
2168,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,70726f73706572,True
2169,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,54616c69746861,True
2170,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,5459504943414c,True
2171,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,70726f626c656d,True
2172,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,6d61726b696e67,True
2173,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.3999999999999986,3.1291,19.4761,0.4,1,736d6974657374,True
2174,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,77697a61726473,True
2175,7,7,0,1.0,3,4,0.42857142857142855,1.950212064914747,2.8073549220576046,0.6946795539074094,8.400000000000002,3.1291,0.0496,0.4,2,70726570617265,True
2176,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,6d617276656c73,True
2177,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,70726563697365,True
2178,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,50726566616365,True
2179,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,5052454c554445,True
2180,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,74616272657473,True
2181,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,0.0496,0.4,1,4d414e41474552,True
2182,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,0.0496,0.4,2,707269736f6e73,True
2183,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,0.0496,0.4,1,736d6172746572,True
2184,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,6d616e6b696e64,True
2185,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,7072696d617279,True
2186,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,73776565746c79,True
2187,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,6d616e7461696e,True
2188,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,4d414e55414c53,True
2189,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,46697363686572,True
2190,7,7,0,1.0,1,6,0.14285714285714285,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,48494a4b4c4d4e,True
2191,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,6272616b657374,True
2192,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,426f756c646572,True
2193,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,427261636b6574,True
2194,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,48696768657374,True
2195,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.3999999999999986,3.1291,19.4761,0.4,1,62726962657279,True
2196,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,20.200000000000006,8.841846274778883,19.4761,40.40000000000001,3,4469676974616c,True
2197,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,64696e61746573,True
2198,7,7,0,1.0,3,4,0.42857142857142855,1.8423709931771088,2.8073549220576046,0.656265789089031,-3.3999999999999986,3.1291,0.0496,0.4,1,44454349444544,True
2199,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,0.0496,0.4,1,62726561737473,True
2200,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,686f6c64657468,True
2201,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,20.200000000000006,8.841846274778883,0.0496,40.40000000000001,3,486f6c69646179,True
2202,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,626c6f77696e67,True
2203,7,7,0,1.0,4,3,0.5714285714285714,2.1280852788913944,2.8073549220576046,0.7580392711198943,8.400000000000002,3.1291,19.4761,0.4,2,64656365697665,True
2204,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,0.0496,0.4,1,626c6f6f6d6564,True
2205,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,486f6c6c696e73,True
2206,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,626f6f6b6c6574,True
2207,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,686973746f7279,True
2208,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,426f7363617468,True
2209,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,486f64696a6168,True
2210,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,626f6d62617264,True
2211,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,0.0496,0.4,1,626c6f636b6564,True
2212,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,0.0496,0.4,1,6275696c646572,True
2213,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,0.0496,0.4,1,68656172746564,True
2214,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,466163746f7273,True
2215,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,636f6c6c6f7073,True
2216,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,62756666657273,True
2217,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,68656164657273,True
2218,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,48656164657273,True
2219,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,20.200000000000006,8.841846274778883,19.4761,40.40000000000001,3,636f6578697374,True
2220,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,0.0496,0.4,2,68656172657374,True
2221,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,6865616c696e67,True
2222,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,6275696c74696e,True
2223,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,0.0496,0.4,1,42726f74686572,True
2224,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,6465636c617265,True
2225,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,62726f61646c79,True
2226,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,434f4d4d414e44,True
2227,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,42726974697368,True
2228,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,4469626c61696d,True
2229,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,62727574697368,True
2230,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,0.0496,0.4,1,48656967687473,True
2231,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,0.0496,0.4,2,68656c7066756c,True
2232,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,20.200000000000006,8.841846274778883,0.0496,40.40000000000001,3,6469616d6f6e64,True
2233,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,48656e61646164,True
2234,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,484f4d4f534558,True
2235,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,42656c6f766564,True
2236,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,62656c6f6e6773,True
2237,7,7,0,1.0,1,6,0.14285714285714285,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,68797068656e73,True
2238,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,42656c61746564,True
2239,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,67616467657473,True
2240,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,42656e6861696c,True
2241,7,7,0,1.0,4,3,0.5714285714285714,2.1280852788913944,2.8073549220576046,0.7580392711198943,8.400000000000002,3.1291,19.4761,0.4,2,62657265617665,True
2242,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,424552414e454b,True
2243,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,646561636f6e73,True
2244,7,7,0,1.0,3,4,0.42857142857142855,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,19.4761,0.4,2,42656e616d6d69,True
2245,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,486f7762656974,True
2246,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,62656174657468,True
2247,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,62656172657468,True
2248,7,6,1,0.8571428571428571,2,4,0.3333333333333333,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,44617669642773,True
2249,7,6,1,0.8571428571428571,0,6,0.0,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.01,3.1291,19.5257,0.8,2,42424e2d535953,True
2250,7,6,1,0.8571428571428571,1,5,0.16666666666666666,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,42424e28544950,True
2251,7,7,0,1.0,4,3,0.5714285714285714,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,0.0496,0.4,2,42656361757365,True
2252,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,636f6e63657074,True
2253,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,65787069726564,True
2254,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,0.0496,0.4,2,6461776e696e67,True
2255,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,426565726f7468,True
2256,7,7,0,1.0,4,3,0.5714285714285714,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,49626e65696168,True
2257,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,0.0496,0.4,2,66697474696e67,True
2258,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,646562746f7273,True
2259,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,626973686f7073,True
2260,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,6761726d656e74,True
2261,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,62696e64657468,True
2262,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,64697363617264,True
2263,7,6,1,0.8571428571428571,3,3,0.5,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.01,3.1291,0.0992,0.8,2,686f6f6b2d7570,True
2264,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,0.0496,0.4,1,626c696e646564,True
2265,7,7,0,1.0,2,5,0.2857142857142857,2.521640636343318,2.8073549220576046,0.8982265179691362,8.400000000000002,3.1291,19.4761,0.4,2,426c6173747573,True
2266,7,7,0,1.0,2,5,0.2857142857142857,2.1280852788913944,2.8073549220576046,0.7580392711198943,8.400000000000002,3.1291,19.4761,0.4,2,66697474657468,True
2267,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,636f6d70696c65,True
2268,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,6761726c69636b,True
2269,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,666c6174626564,True
2270,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,636f6d706f7365,True
2271,7,7,0,1.0,4,3,0.5714285714285714,2.1280852788913944,2.8073549220576046,0.7580392711198943,8.400000000000002,3.1291,19.4761,0.4,2,62657369656765,True
2272,7,6,1,0.8571428571428571,2,4,0.3333333333333333,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.01,3.1291,0.0992,0.8,2,486f73742d746f,True
2273,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,0.0496,0.4,2,62657369646573,True
2274,7,7,0,1.0,3,4,0.42857142857142855,2.1280852788913944,2.8073549220576046,0.7580392711198943,-3.3999999999999986,3.1291,0.0496,0.4,1,4265747765656e,True
2275,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,434f4d504c4558,True
2276,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,686f7374696c65,True
2277,7,7,0,1.0,2,5,0.2857142857142857,2.1280852788913944,2.8073549220576046,0.7580392711198943,8.400000000000002,3.1291,19.4761,0.4,2,64697363757373,True
2278,7,7,0,1.0,3,4,0.42857142857142855,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,4265746f6e696d,True
2279,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,436f6d704e6574,True
2280,7,7,0,1.0,2,5,0.2857142857142857,2.128085278891394,2.8073549220576046,0.7580392711198942,-3.3999999999999986,3.1291,0.0496,0.4,1,636c6173736573,True
2281,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,44654c6f636865,True
2282,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,476f6468656164,True
2283,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,20.200000000000006,8.841846274778883,19.4761,40.40000000000001,3,64656e69657468,True
2284,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,636c6173736963,True
2285,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,63686170746572,True
2286,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,64656c69766572,True
2287,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,44656c696c6168,True
2288,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,0.0496,0.4,1,66696c6c657374,True
2289,7,7,0,1.0,2,5,0.2857142857142857,2.1280852788913944,2.8073549220576046,0.7580392711198943,8.400000000000002,3.1291,0.0496,0.4,2,47756e6e696e67,True
2290,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,0.0496,0.4,2,67756964696e67,True
2291,7,7,0,1.0,3,4,0.42857142857142855,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,64656e6f746573,True
2292,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,48616767696168,True
2293,7,7,0,1.0,2,5,0.2857142857142857,2.235926350629033,2.8073549220576046,0.7964530359382729,-3.3999999999999986,3.1291,19.4761,0.4,1,63656e73657273,True
2294,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,46656c646d616e,True
2295,7,7,0,1.0,3,4,0.42857142857142855,2.235926350629033,2.8073549220576046,0.7964530359382729,8.400000000000002,3.1291,19.4761,0.4,2,66656c6c6f6573,True
2296,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,-3.3999999999999986,3.1291,19.4761,0.4,1,636c65616e6c79,True
2297,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,-3.3999999999999986,3.1291,19.4761,0.4,1,676e6173686564,True
2298,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,64656e79696e67,True
2299,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,6368616d626572,True
2300,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,19.4761,0.4,2,63656e74757279,True
2301,7,7,0,1.0,2,5,0.2857142857142857,2.5216406363433186,2.8073549220576046,0.8982265179691364,8.400000000000002,3.1291,19.4761,0.4,2,63657373696e67,True
2302,7,7,0,1.0,2,5,0.2857142857142857,2.807354922057604,2.8073549220576046,1.0,8.400000000000002,3.1291,0.0496,0.4,2,64656c69676874,True
2303,7,7,0,1.0,3,4,0.42857142857142855,2.521640636343318,2.8073549220576046,0.8982265179691362,-3.3999999999999986,3.1291,19.4761,0.4,1,64654772616166,True
